cement,slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength,recycled_content_kg,total_binder,recycled_content_pct,water_cement_ratio,cement_intensity,circularity_score,sustainability_grade,estimated_co2_kg_per_m3
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.34,0.0,225.0,0.0,0.804,12.975,31.5,Medium,202.5
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54,0.0,325.0,0.0,0.566,18.528,27.9,Low,292.5
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57,0.0,325.0,0.0,0.566,10.631,33.1,Medium,292.5
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2,0.0,275.0,0.0,0.665,19.365,27.4,Low,247.5
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.5,0.0,275.0,0.0,0.665,11.224,32.7,Medium,247.5
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.58,0.0,300.0,0.0,0.613,19.254,27.5,Low,270.0
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.85,0.0,300.0,0.0,0.613,11.173,32.7,Medium,270.0
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06,0.0,375.0,0.0,0.496,14.389,30.6,Medium,337.5
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21,0.0,375.0,0.0,0.496,9.814,33.6,Medium,337.5
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7,0.0,400.0,0.0,0.467,9.153,34.0,Medium,360.0
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.14,0.0,400.0,0.0,0.467,13.271,31.4,Medium,360.0
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73,0.0,250.0,0.0,0.728,19.637,27.2,Low,225.0
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87,0.0,250.0,0.0,0.728,11.978,32.2,Medium,225.0
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28,0.0,350.0,0.0,0.531,17.258,28.8,Low,315.0
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29,0.0,350.0,0.0,0.531,10.207,33.3,Medium,315.0
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.54,305.3,508.8,60.0,1.0,10.414,82.1,Excellent,198.42
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71,166.8,417.0,40.0,0.813,5.244,69.2,High,233.52
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.38,236.0,393.0,60.05,1.223,3.619,86.6,Excellent,153.1
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89,212.0,353.3,60.01,1.44,4.727,85.8,Excellent,137.77
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9,250.2,417.0,60.0,1.22,24.17,73.2,Excellent,162.63
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.19,183.9,306.5,60.0,1.66,3.694,86.5,Excellent,119.54
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9,122.6,306.5,40.0,1.107,37.523,48.2,Medium,171.64
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57,153.0,255.0,60.0,1.882,22.315,74.4,Excellent,99.45
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46,153.0,255.0,60.0,1.882,4.006,86.3,Excellent,99.45
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28,24.29,183.9,306.5,60.0,1.66,5.047,85.6,Excellent,119.54
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95,250.2,417.0,60.0,1.22,4.913,85.7,Excellent,162.63
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41,133.0,333.0,39.94,0.96,17.527,61.1,High,186.65
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59,162.4,270.7,59.99,1.879,5.26,85.5,Excellent,105.59
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89,203.5,508.8,40.0,0.667,11.792,64.9,High,284.95
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23,162.4,270.7,59.99,1.879,3.705,86.5,Excellent,105.59
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.02,173.0,289.0,59.86,1.655,3.739,86.4,Excellent,113.05
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.39,212.0,353.3,60.01,1.44,13.598,80.1,Excellent,137.77
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66,236.0,393.0,60.05,1.223,4.664,85.9,Excellent,153.1
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87,200.0,333.0,60.06,1.444,4.772,85.9,Excellent,129.7
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35,166.8,417.0,40.0,0.813,12.93,64.2,High,233.52
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39,116.0,289.0,40.14,1.11,15.187,62.8,High,161.5
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79,288.0,480.0,60.0,1.0,15.011,79.1,Excellent,187.2
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,39.32,288.0,480.0,60.0,1.0,4.883,85.7,Excellent,187.2
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78,102.0,255.0,40.0,1.255,32.002,51.8,High,142.8
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.11,192.0,480.0,40.0,0.667,17.876,61.0,High,268.8
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.38,203.5,508.8,40.0,0.667,7.038,68.0,High,284.95
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.42,157.0,393.0,39.95,0.814,11.557,65.0,High,220.25
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,6.94,116.0,289.0,40.14,1.11,24.924,56.5,High,161.5
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03,141.3,353.3,39.99,0.96,14.104,63.4,High,197.86
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.57,157.0,393.0,39.95,0.814,17.39,61.2,High,220.25
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53,122.6,306.5,40.0,1.107,5.653,68.9,High,171.64
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7,15.75,250.2,417.0,60.0,1.22,10.59,82.0,Excellent,162.63
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68,153.0,255.0,60.0,1.882,13.28,80.3,Excellent,99.45
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8,192.0,480.0,40.0,0.667,7.422,67.8,High,268.8
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28,33.0,141.3,353.3,39.99,0.96,6.424,68.4,High,197.86
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.28,153.0,255.0,60.0,1.882,5.902,85.1,Excellent,99.45
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28,116.0,289.0,40.14,1.11,7.125,68.1,High,161.5
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05,122.6,306.5,40.0,1.107,7.646,67.6,High,171.64
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59,200.0,333.0,60.06,1.444,3.635,86.6,Excellent,129.7
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73,288.0,480.0,60.0,1.0,3.785,86.4,Excellent,187.2
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.66,200.0,333.0,60.06,1.444,9.736,82.6,Excellent,129.7
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.14,203.5,508.8,40.0,0.667,21.59,58.5,High,284.95
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78,157.0,393.0,39.95,0.814,4.939,69.4,High,220.25
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.33,162.4,270.7,59.99,1.879,46.461,58.6,High,105.59
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89,236.0,393.0,60.05,1.223,9.295,82.9,Excellent,153.1
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.52,192.0,480.0,40.0,0.667,12.244,64.6,High,268.8
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,6.81,141.3,353.3,39.99,0.96,31.126,52.3,High,197.86
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.7,141.3,353.3,39.99,0.96,5.34,69.1,High,197.86
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96,102.0,255.0,40.0,1.255,8.518,67.1,High,142.8
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88,157.0,393.0,39.95,0.814,7.177,67.9,High,220.25
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35,173.0,289.0,59.86,1.655,5.19,85.4,Excellent,113.05
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.79,122.6,306.5,40.0,1.107,17.042,61.5,High,171.64
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,7.72,162.4,270.7,59.99,1.879,14.027,79.8,Excellent,105.59
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68,305.3,508.8,60.0,1.0,4.882,85.7,Excellent,198.42
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56,305.3,508.8,60.0,1.0,21.284,75.0,Excellent,198.42
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3,6.88,200.0,333.0,60.06,1.444,19.329,76.4,Excellent,129.7
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.53,192.0,480.0,40.0,0.667,5.699,68.9,High,268.8
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17,133.0,333.0,39.94,0.96,11.648,65.0,High,186.65
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,30.44,133.0,333.0,39.94,0.96,6.57,68.3,High,186.65
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.73,166.8,417.0,40.0,0.813,25.712,55.9,High,233.52
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32,183.9,306.5,60.0,1.66,36.917,64.9,High,119.54
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.32,102.0,255.0,40.0,1.255,5.813,68.8,High,142.8
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25,133.0,333.0,39.94,0.96,4.624,69.5,High,186.65
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.28,173.0,289.0,59.86,1.655,18.468,76.8,Excellent,113.05
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1,116.0,289.0,40.14,1.11,5.389,69.2,High,161.5
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.96,166.8,417.0,40.0,0.813,6.769,68.2,High,233.52
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.6,203.5,508.8,40.0,0.667,5.591,69.0,High,284.95
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48,288.0,480.0,60.0,1.0,8.938,83.1,Excellent,187.2
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.69,236.0,393.0,60.05,1.223,16.201,78.4,Excellent,153.1
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37,102.0,255.0,40.0,1.255,18.277,60.7,High,142.8
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66,212.0,353.3,60.01,1.44,3.563,86.6,Excellent,137.77
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,10.09,173.0,289.0,59.86,1.655,11.495,81.3,Excellent,113.05
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83,212.0,353.3,60.01,1.44,29.249,69.9,High,137.77
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.35,183.9,306.5,60.0,1.66,11.844,81.2,Excellent,119.54
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.57,250.2,417.0,60.0,1.22,3.828,86.4,Excellent,162.63
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.86,305.3,508.8,60.0,1.0,3.924,86.4,Excellent,198.42
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85,0.0,310.0,0.0,0.619,26.158,23.0,Low,279.0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.24,0.0,310.0,0.0,0.619,17.98,28.3,Low,279.0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83,0.0,310.0,0.0,0.619,11.139,32.7,Medium,279.0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.76,0.0,310.0,0.0,0.619,8.669,34.4,Medium,279.0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.7,0.0,310.0,0.0,0.619,8.01,34.8,Medium,279.0
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31,0.0,331.0,0.0,0.58,23.129,24.9,Low,297.9
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,17.44,0.0,331.0,0.0,0.58,18.978,27.6,Low,297.9
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.74,0.0,331.0,0.0,0.58,10.428,33.2,Medium,297.9
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,37.91,0.0,331.0,0.0,0.58,8.731,34.3,Medium,297.9
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38,0.0,331.0,0.0,0.58,8.405,34.5,Medium,297.9
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87,0.0,349.0,0.0,0.55,21.99,25.7,Low,314.1
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01,0.0,349.0,0.0,0.55,38.73,14.8,Low,314.1
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.61,0.0,349.0,0.0,0.55,10.384,33.2,Medium,314.1
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.66,0.0,349.0,0.0,0.55,8.583,34.4,Medium,314.1
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.86,0.0,349.0,0.0,0.55,8.541,34.4,Medium,314.1
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.05,0.0,238.0,0.0,0.782,19.749,27.1,Low,214.2
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54,0.0,238.0,0.0,0.782,13.568,31.2,Medium,214.2
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91,0.0,296.0,0.0,0.628,15.652,29.8,Low,266.4
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18,0.0,296.0,0.0,0.628,11.755,32.3,Medium,266.4
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,30.96,0.0,297.0,0.0,0.626,9.593,33.7,Medium,267.3
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89,0.0,480.0,0.0,0.4,10.936,32.9,Medium,432.0
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28,0.0,480.0,0.0,0.4,8.843,34.2,Medium,432.0
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,36.94,0.0,397.0,0.0,0.469,10.747,33.0,Medium,357.3
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,14.5,0.0,281.0,0.0,0.662,19.378,27.4,Low,252.9
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,22.44,0.0,281.0,0.0,0.658,12.522,31.8,Medium,252.9
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,12.64,0.0,500.0,0.0,0.4,39.554,14.2,Low,450.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.06,0.0,500.0,0.0,0.4,19.186,27.5,Low,450.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21,0.0,500.0,0.0,0.4,15.055,30.2,Medium,450.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.94,0.0,500.0,0.0,0.4,13.535,31.2,Medium,450.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09,0.0,500.0,0.0,0.4,11.34,32.6,Medium,450.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61,0.0,540.0,0.0,0.32,10.264,33.3,Medium,486.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,59.76,0.0,540.0,0.0,0.32,9.036,34.1,Medium,486.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,67.31,0.0,540.0,0.0,0.32,8.022,34.8,Medium,486.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.66,0.0,540.0,0.0,0.32,7.752,34.9,Medium,486.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,71.62,0.0,540.0,0.0,0.32,7.54,35.1,Medium,486.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.17,0.0,540.0,0.0,0.32,7.28,35.3,Medium,486.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,18.13,0.0,350.0,0.0,0.58,19.304,27.4,Low,315.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.53,0.0,350.0,0.0,0.58,15.534,29.9,Low,315.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.34,0.0,350.0,0.0,0.58,12.801,31.7,Medium,315.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,29.98,0.0,350.0,0.0,0.58,11.674,32.4,Medium,315.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35,0.0,350.0,0.0,0.58,11.164,32.7,Medium,315.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,32.72,0.0,350.0,0.0,0.58,10.696,33.0,Medium,315.0
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1,6.27,0.0,385.0,0.0,0.483,61.394,0.0,,346.5
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7,0.0,385.0,0.0,0.483,26.189,22.9,Low,346.5
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,23.22,0.0,385.0,0.0,0.483,16.58,29.2,Low,346.5
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14,27.92,0.0,385.0,0.0,0.483,13.789,31.0,Medium,346.5
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,31.35,0.0,385.0,0.0,0.483,12.28,32.0,Medium,346.5
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,39.0,0.0,331.0,0.0,0.58,8.487,34.5,Medium,297.9
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,41.24,0.0,331.0,0.0,0.58,8.026,34.8,Medium,297.9
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.99,0.0,349.0,0.0,0.55,23.281,24.8,Low,314.1
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52,0.0,331.0,0.0,0.58,24.48,24.1,Low,297.9
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,24.0,0.0,382.0,0.0,0.487,15.916,29.6,Low,343.8
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42,0.0,382.0,0.0,0.487,10.208,33.3,Medium,343.8
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47,0.0,382.0,0.0,0.487,33.301,18.3,Low,343.8
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44,0.0,281.0,0.0,0.662,12.522,31.8,Medium,252.9
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16,0.0,339.0,0.0,0.546,16.02,29.6,Low,305.1
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84,0.0,339.0,0.0,0.546,10.647,33.1,Medium,305.1
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8,0.0,295.0,0.0,0.627,19.931,27.0,Low,265.5
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.18,0.0,295.0,0.0,0.627,11.715,32.4,Medium,265.5
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,17.54,0.0,238.0,0.0,0.777,13.568,31.2,Medium,214.2
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,14.2,0.0,296.0,0.0,0.649,20.844,26.4,Low,266.4
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,21.65,0.0,296.0,0.0,0.649,13.671,31.1,Medium,266.4
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,29.39,0.0,296.0,0.0,0.649,10.071,33.4,Medium,266.4
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3,13.52,0.0,331.0,0.0,0.58,24.48,24.1,Low,297.9
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,16.26,0.0,331.0,0.0,0.58,20.355,26.7,Low,297.9
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,31.45,0.0,331.0,0.0,0.58,10.524,33.1,Medium,297.9
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,37.23,0.0,331.0,0.0,0.58,8.89,34.2,Medium,297.9
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.13,0.0,349.0,0.0,0.55,19.249,27.5,Low,314.1
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.72,0.0,349.0,0.0,0.55,10.666,33.1,Medium,314.1
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.49,0.0,349.0,0.0,0.55,8.837,34.2,Medium,314.1
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.05,0.0,349.0,0.0,0.55,8.502,34.5,Medium,314.1
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.13,0.0,349.0,0.0,0.55,8.284,34.6,Medium,314.1
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14,18.13,0.0,302.0,0.0,0.672,16.657,29.1,Low,271.8
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74,0.0,302.0,0.0,0.672,11.294,32.6,Medium,271.8
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,61.92,0.0,525.0,0.0,0.36,8.479,34.5,Medium,472.5
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,47.22,0.0,500.0,0.0,0.4,10.589,33.1,Medium,450.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.04,0.0,500.0,0.0,0.4,9.796,33.6,Medium,450.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.16,0.0,500.0,0.0,0.4,9.064,34.1,Medium,450.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.64,0.0,540.0,0.0,0.32,12.968,31.6,Medium,486.0
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71,0.0,252.0,0.0,0.734,18.379,28.0,Low,226.8
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69,0.0,252.0,0.0,0.734,12.798,31.7,Medium,226.8
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.65,0.0,339.0,0.0,0.546,10.711,33.0,Medium,305.1
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.11,0.0,393.0,0.0,0.489,20.564,26.6,Low,353.7
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,39.58,0.0,393.0,0.0,0.489,9.929,33.5,Medium,353.7
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90,48.79,0.0,393.0,0.0,0.489,8.055,34.8,Medium,353.7
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,24.0,0.0,382.0,0.0,0.484,15.916,29.6,Low,343.8
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,37.42,0.0,382.0,0.0,0.484,10.208,33.3,Medium,343.8
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47,0.0,252.0,0.0,0.738,21.968,25.7,Low,226.8
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69,0.0,252.0,0.0,0.734,12.798,31.7,Medium,226.8
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,14.99,0.0,310.0,0.0,0.619,20.679,26.5,Low,279.0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.92,0.0,310.0,0.0,0.619,11.103,32.8,Medium,279.0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,34.68,0.0,310.0,0.0,0.619,8.939,34.2,Medium,279.0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,37.33,0.0,310.0,0.0,0.619,8.304,34.6,Medium,279.0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11,0.0,310.0,0.0,0.619,8.134,34.7,Medium,279.0
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,33.8,0.0,525.0,0.0,0.36,15.532,29.9,Low,472.5
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42,0.0,525.0,0.0,0.36,12.376,31.9,Medium,472.5
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,48.4,0.0,525.0,0.0,0.36,10.847,32.9,Medium,472.5
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,55.94,0.0,525.0,0.0,0.36,9.385,33.9,Medium,472.5
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,58.78,0.0,525.0,0.0,0.36,8.931,34.2,Medium,472.5
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,67.11,0.0,525.0,0.0,0.36,7.823,34.9,Medium,472.5
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14,20.77,0.0,322.0,0.0,0.63,15.502,29.9,Low,289.8
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,25.18,0.0,322.0,0.0,0.63,12.787,31.7,Medium,289.8
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59,0.0,322.0,0.0,0.63,10.882,32.9,Medium,289.8
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28,21.75,0.0,302.0,0.0,0.672,13.884,31.0,Medium,271.8
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,39.09,0.0,397.0,0.0,0.466,10.156,33.4,Medium,357.3
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39,0.0,480.0,0.0,0.4,19.679,27.2,Low,432.0
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7,50.51,0.0,522.0,0.0,0.28,10.334,33.3,Medium,469.8
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,74.99,0.0,522.0,0.0,0.28,6.961,35.5,Medium,469.8
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28,37.17,187.0,460.0,40.65,0.769,7.344,68.4,High,255.05
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28,33.76,338.0,500.0,67.6,1.105,4.798,92.0,Excellent,162.7
154.0,144.0,112.0,220.0,10.0,923.0,658.0,28,16.5,256.0,410.0,62.44,1.429,9.333,84.8,Excellent,151.4
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,19.99,204.0,351.0,58.12,1.374,7.353,82.6,Excellent,142.5
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28,36.35,317.0,469.0,67.59,1.105,4.181,92.4,Excellent,152.65
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28,33.69,254.0,564.0,45.04,0.542,9.201,70.7,Excellent,291.7
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.42,175.0,319.0,54.86,1.097,9.338,78.6,Excellent,138.35
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42,140.0,444.0,31.53,0.704,9.096,59.8,High,280.6
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.05,0.0,374.0,0.0,0.508,9.577,33.8,Medium,336.6
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28,27.68,265.0,424.0,62.5,1.101,5.744,87.2,Excellent,156.35
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28,26.86,239.0,392.0,60.97,1.307,5.696,86.0,Excellent,149.65
